Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
2014-11-04,0,0,0,0.0,Enxurradas,2014/2015,2708.9,2014-07-25,3.35,3.64,3.44,3.58,85400000,,,10569
2010-12-30,0,0,0,0.0,Enxurradas,2010/2011,3126.7,2010-01-05,21.75,8.24,5.56,7.0,85400000,,,10569
2009-12-27,0,0,0,372000.0,Enxurradas,2009/2010,2497.5,2009-09-28,2.12,2.64,2.74,2.71,85400000,,140909.0909090909,10569
1993-12-08,0,0,0,0.0,Enxurradas,1993/1994,2841.0,1993-06-05,5.8,4.58,3.99,4.34,85400000,,,10569
