Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
2011-03-26,0,0,0,527650.0,Enxurradas,2011/2012,21334.8,2011-08-31,5.5,5.66,6.04,5.63,74100000,,93224.38162544167,1630
2011-03-26,0,0,0,527650.0,Enxurradas,2011/2012,1119.6,2011-07-21,4.6,5.52,5.16,5.12,72630000,,95588.76811594205,1630
