Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,Código,Risk_Danos Humanos,Risk_Danos Materiais,População,Selected
2023-11-18,0,8,5182,1612000.0,Enxurradas,2023/2024,,,,,,87270000,,,5780,Sim
2023-06-16,0,10,3360,1357000.0,Enxurradas,2023/2024,,,,,,87270000,,,5780,Sim
