Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População,Selected
2010-01-23,0,0,0,0.0,Enxurradas,2010/2011,21617.7,2010-04-27,6.6,5.85,6.29,5.82,74100000,,,3228,
1992-06-02,0,0,0,0.0,Inundações,1992/1993,34898.4,1992-05-29,22.0,25.07,49.63,28.66,74100000,,,3228,
2010-01-23,0,0,0,0.0,Enxurradas,2010/2011,461.2,2010-09-24,2.83,2.95,2.9,2.93,72430000,,,3228,Sim
1992-06-02,0,0,0,0.0,Inundações,1992/1993,979.3,1992-05-29,34.0,55.17,85.93,59.24,72430000,,,3228,Sim
