Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População,Selected
2017-06-07,0,0,0,202416.0,Enxurradas,2017/2018,22607.4,2017-06-03,8.0,7.99,7.16,7.21,75550000,,25333.667083854816,6766,
2010-11-23,0,0,0,0.0,Enxurradas,2010/2011,15314.9,2010-04-29,2.46,2.3,2.4,2.23,75550000,,,6766,
2009-11-23,0,0,0,0.0,Enxurradas,2009/2010,13304.4,2009-09-15,1.88,1.79,1.87,1.79,75550000,,,6766,
1992-06-02,0,0,0,0.0,Inundações,1992/1993,22574.1,1992-06-01,6.4,7.94,7.12,7.16,75550000,,,6766,
2017-06-07,0,0,0,202416.0,Enxurradas,2017/2018,1134.5,2017-06-09,17.0,23.36,60.76,22.85,75155000,,8665.068493150686,6766,Sim
2010-11-23,0,0,0,0.0,Enxurradas,2010/2011,414.5,2010-09-23,3.54,2.54,2.14,2.61,75155000,,,6766,Sim
2009-11-23,0,0,0,0.0,Enxurradas,2009/2010,371.4,2009-08-10,2.58,2.16,1.84,2.21,75155000,,,6766,Sim
1992-06-02,0,0,0,0.0,Inundações,1992/1993,4277.1,1992-05-28,85.0,4009.98,470314145.6,1326.61,75155000,,,6766,Sim
