Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
1995-03-04,0,0,0,0.0,Enxurradas,1995/1996,1045.6,1995-08-04,1.67,1.87,2.07,1.96,76100000,,,16100
1994-11-09,0,0,0,0.0,Enxurradas,1994/1995,1246.7,1994-07-07,2.93,3.01,3.05,2.97,76100000,,,16100
1995-03-04,0,0,0,0.0,Enxurradas,1995/1996,13456.3,1995-10-11,1.42,1.35,1.4,1.36,77150000,,,16100
1994-11-09,0,0,0,0.0,Enxurradas,1994/1995,20668.0,1994-11-11,3.14,3.36,3.44,3.09,77150000,,,16100
1995-03-04,0,0,0,0.0,Enxurradas,1995/1996,1708.7,1995-08-07,1.2,1.17,1.17,1.18,76500000,,,16100
1994-11-09,0,0,0,0.0,Enxurradas,1994/1995,2450.1,1994-10-22,1.52,1.59,1.62,1.58,76500000,,,16100
1995-03-04,0,0,0,0.0,Enxurradas,1995/1996,1045.6,1995-08-04,1.67,1.87,2.07,1.96,76100000,,,16100
1994-11-09,0,0,0,0.0,Enxurradas,1994/1995,1246.7,1994-07-07,2.93,3.01,3.05,2.97,76100000,,,16100
