Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
1995-12-04,0,0,0,0.0,Enxurradas,1995/1996,722.4,1995-07-20,1.45,1.56,1.73,1.55,87170000,,,3881
1995-12-04,0,0,0,0.0,Enxurradas,1995/1996,,,,,,,86895000,,,3881
