Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
2011-03-29,0,0,0,270000.0,Enxurradas,2011/2012,21334.8,2011-08-31,5.5,5.66,6.04,5.63,74100000,,47703.18021201414,5237
2010-01-22,0,0,0,0.0,Enxurradas,2010/2011,21617.7,2010-04-27,6.6,5.85,6.29,5.82,74100000,,,5237
1993-07-22,0,0,0,0.0,Enxurradas,1993/1994,10311.3,1993-06-06,1.69,1.63,1.52,1.61,74100000,,,5237
1992-06-02,0,0,0,0.0,Inundações,1992/1993,34898.4,1992-05-29,22.0,25.07,49.63,28.66,74100000,,,5237
