Data Evento,Óbitos,Feridos,Danos Humanos,Danos Materiais,Tipologia,Ano Hidro,Vazao,Data Máxima,TR Empirico,TR lognorm,TR gumbel_r,TR Log-Pearson 3,Código,Risk_Danos Humanos,Risk_Danos Materiais,População
2023-09-04,0,0,0,0.0,Chuvas Intensas,2023/2024,9303.2,2023-11-18,7.17,8.46,8.05,7.87,86510000,,,73758
2021-02-18,0,0,0,8000.0,Alagamentos,2021/2022,2207.4,2021-06-28,1.1,1.08,1.08,1.1,86510000,,7407.407407407407,73758
